Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
ResNeXt50,CONV3_2_1,256,524289,2.64916e+09,97.9998,36.9928,4.39674e+08,6004.41,1024,112,112,9,898,6,1,1,200704,65536,1.93949e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 58140896, 58140896, 200704, 0.883719, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 200704, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 224, 0.5
ResNeXt50,CONV3_2_2,256,524289,3.63437e+09,760.499,209.252,4.39674e+08,6004.41,1024,268.846,394,9,1994,54,1,1,6422528,589824,1.09708e+08,398721024,2816.18,56.5248,4,3127.71,398721024, 140318142, 140318142, 6422528, 2.84155, 398721024, 589824, 589824, 589824, 676, 398721024, 398721024, 44302336, 44302336, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 208, 0.75
ResNeXt50,CONV3_2_3,256,1048577,6.32901e+09,97.9999,15.4842,4.39674e+08,6004.41,1024,112,112,9,898,6,1,1,200704,131072,1.62364e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 116281568, 116281568, 200704, 0.883721, 102760448, 131072, 131072, 131072, 784, 102760448, 102760448, 401408, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 224, 0.5
ResNeXt50,CONV3_3_1,256,524289,2.64916e+09,97.9998,36.9928,4.39674e+08,6004.41,1024,112,112,9,898,6,1,1,200704,65536,1.93949e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 58140896, 58140896, 200704, 0.883719, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 200704, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 224, 0.5
ResNeXt50,CONV3_3_2,256,524289,3.63437e+09,760.499,209.252,4.39674e+08,6004.41,1024,268.846,394,9,1994,54,1,1,6422528,589824,1.09708e+08,398721024,2816.18,56.5248,4,3127.71,398721024, 140318142, 140318142, 6422528, 2.84155, 398721024, 589824, 589824, 589824, 676, 398721024, 398721024, 44302336, 44302336, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 208, 0.75
ResNeXt50,CONV3_3_3,256,1048577,6.32901e+09,97.9999,15.4842,4.39674e+08,6004.41,1024,112,112,9,898,6,1,1,200704,131072,1.62364e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 116281568, 116281568, 200704, 0.883721, 102760448, 131072, 131072, 131072, 784, 102760448, 102760448, 401408, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 224, 0.5
ResNeXt50,CONV3_4_1,256,524289,2.64916e+09,97.9998,36.9928,4.39674e+08,6004.41,1024,112,112,9,898,6,1,1,200704,65536,1.93949e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 58140896, 58140896, 200704, 0.883719, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 200704, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 224, 0.5
ResNeXt50,CONV3_4_2,256,524289,3.63437e+09,760.499,209.252,4.39674e+08,6004.41,1024,268.846,394,9,1994,54,1,1,6422528,589824,1.09708e+08,398721024,2816.18,56.5248,4,3127.71,398721024, 140318142, 140318142, 6422528, 2.84155, 398721024, 589824, 589824, 589824, 676, 398721024, 398721024, 44302336, 44302336, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 208, 0.75
ResNeXt50,CONV3_4_3,256,1048577,6.32901e+09,97.9999,15.4842,4.39674e+08,6004.41,1024,112,112,9,898,6,1,1,200704,131072,1.62364e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 116281568, 116281568, 200704, 0.883721, 102760448, 131072, 131072, 131072, 784, 102760448, 102760448, 401408, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 224, 0.5
ResNeXt50,CONV4_1_1,256,2097153,2.80951e+09,28,9.96616,4.39674e+08,6004.41,1024,28.6238,30,9,226,6,1,1,401408,262144,2.09006e+07,58720256,2816.18,56.5248,4,3127.71,58720256, 59738168, 59738168, 401408, 0.98296, 58720256, 262144, 262144, 262144, 224, 58720256, 58720256, 401408, 58720256, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 60, 1
ResNeXt50,CONV4_1_2,256,573452,3.05884e+09,592.445,193.683,4.6966e+08,7474.05,1024,195.177,337,9,29760,1728,1,1,3211264,2359296,1.11068e+08,339738624,2816.18,1526.17,4,3127.71,339738624, 109521152, 109521152, 3211264, 3.10204, 339738624, 2359296, 2359296, 2359296, 144, 339738624, 339738624, 37748736, 37748736, 1, 1, 12, 6, 2, 3, 2, 35, 35, 35, 96, 1.5
ResNeXt50,CONV4_1_3,256,2097153,5.8853e+09,49,8.32582,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,100352,524288,1.74605e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113139824, 113139824, 100352, 0.908261, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 200704, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_2_1,256,2097153,4.45098e+09,49,11.0088,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,200704,524288,2.30872e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113193072, 113193072, 200704, 0.907833, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_2_2,256,557066,3.18763e+09,508.226,159.437,4.6966e+08,7474.05,1024,188.681,279,9,23616,1728,1,1,3211264,2359296,8.88169e+07,283115520,2816.18,1526.17,4,3127.71,283115520, 102716416, 102716416, 3211264, 2.75628, 283115520, 2359296, 2359296, 2359296, 120, 283115520, 283115520, 37748736, 31457280, 1, 1, 10, 6, 2, 3, 2, 34, 34, 34, 72, 1.5
ResNeXt50,CONV4_2_3,256,2097153,5.53099e+09,49,8.85917,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,100352,524288,1.8579e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113139824, 113139824, 100352, 0.908261, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 200704, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_3_1,256,2097153,4.45098e+09,49,11.0088,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,200704,524288,2.30872e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113193072, 113193072, 200704, 0.907833, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_3_2,256,1048577,3.40784e+09,324,95.0749,4.39674e+08,6004.41,1024,106.731,184,9,930,54,1,1,3211264,2359296,9.96934e+07,339738624,2816.18,56.5248,4,3127.71,339738624, 109514022, 109514022, 3211264, 3.10224, 339738624, 2359296, 2359296, 2359296, 144, 339738624, 339738624, 37748736, 37748736, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 96, 1.5
ResNeXt50,CONV4_3_3,256,2097153,5.88529e+09,49,8.32584,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,100352,524288,1.74606e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113139824, 113139824, 100352, 0.908261, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 200704, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_4_1,256,2097153,4.45098e+09,49,11.0088,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,200704,524288,2.30872e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113193072, 113193072, 200704, 0.907833, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_4_2,256,573452,3.40796e+09,592.445,173.842,4.6966e+08,7474.05,1024,195.177,337,9,29760,1728,1,1,3211264,2359296,9.96899e+07,339738624,2816.18,1526.17,4,3127.71,339738624, 109521152, 109521152, 3211264, 3.10204, 339738624, 2359296, 2359296, 2359296, 144, 339738624, 339738624, 37748736, 37748736, 1, 1, 12, 6, 2, 3, 2, 35, 35, 35, 96, 1.5
ResNeXt50,CONV4_4_3,256,2097153,5.8853e+09,49,8.32582,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,100352,524288,1.74605e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113139824, 113139824, 100352, 0.908261, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 200704, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_5_1,256,2097153,4.45098e+09,49,11.0088,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,200704,524288,2.30872e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113193072, 113193072, 200704, 0.907833, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_5_2,256,573452,3.40796e+09,592.445,173.842,4.6966e+08,7474.05,1024,195.177,337,9,29760,1728,1,1,3211264,2359296,9.96899e+07,339738624,2816.18,1526.17,4,3127.71,339738624, 109521152, 109521152, 3211264, 3.10204, 339738624, 2359296, 2359296, 2359296, 144, 339738624, 339738624, 37748736, 37748736, 1, 1, 12, 6, 2, 3, 2, 35, 35, 35, 96, 1.5
ResNeXt50,CONV4_5_3,256,2097153,5.8853e+09,49,8.32582,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,100352,524288,1.74605e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113139824, 113139824, 100352, 0.908261, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 200704, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_6_1,256,2097153,4.45098e+09,49,11.0088,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,200704,524288,2.30872e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113193072, 113193072, 200704, 0.907833, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV4_6_2,256,1048577,3.40784e+09,324,95.0749,4.39674e+08,6004.41,1024,106.731,184,9,930,54,1,1,3211264,2359296,9.96934e+07,339738624,2816.18,56.5248,4,3127.71,339738624, 109514022, 109514022, 3211264, 3.10224, 339738624, 2359296, 2359296, 2359296, 144, 339738624, 339738624, 37748736, 37748736, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 96, 1.5
ResNeXt50,CONV4_6_3,256,2097153,5.88529e+09,49,8.32584,4.39674e+08,6004.41,1024,56,56,9,450,6,1,1,100352,524288,1.74606e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 113139824, 113139824, 100352, 0.908261, 102760448, 524288, 524288, 524288, 196, 102760448, 102760448, 200704, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 112, 0.75
ResNeXt50,CONV5_1_1,256,7340033,5.10403e+09,22,4.31032,4.39674e+08,6004.41,1024,21.0547,32,9,114,6,1,1,200704,1048576,3.16379e+07,161480704,2816.18,56.5248,4,3127.71,161480704, 92241948, 92241948, 200704, 1.75062, 161480704, 1048576, 1048576, 1048576, 154, 161480704, 161480704, 200704, 161480704, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 37.3333, 3.5
ResNeXt50,CONV5_1_2,256,2097153,2.64843e+09,112.5,42.478,4.39674e+08,6004.41,1024,25.4877,57,9,278,54,1,1,1605632,9437184,8.90829e+07,235929600,2816.18,56.5248,4,3127.71,235929600, 43998591, 43998591, 1605632, 5.36221, 235929600, 9437184, 9437184, 9437184, 25, 235929600, 235929600, 26214400, 26214400, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 25, 4.41176
ResNeXt50,CONV5_1_3,256,4194305,4.79496e+09,24.5,5.10953,4.39674e+08,6004.41,1024,24.5,25,9,198,6,1,1,50176,2097152,2.14309e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 87994417, 87994417, 50176, 1.16781, 102760448, 2097152, 2097152, 2097152, 49, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 49, 1.13953
ResNeXt50,CONV5_2_1,256,4194305,4.04321e+09,24.5,6.05954,4.39674e+08,6004.41,1024,24.5,25,9,198,6,1,1,100352,2097152,2.54156e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 88037425, 88037425, 100352, 1.16724, 102760448, 2097152, 2097152, 2097152, 49, 102760448, 102760448, 50176, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 49, 1.13953
ResNeXt50,CONV5_2_2,256,2097153,2.28691e+09,112.5,49.1929,4.39674e+08,6004.41,1024,25.4877,57,9,278,54,1,1,1605632,9437184,1.03165e+08,235929600,2816.18,56.5248,4,3127.71,235929600, 43998591, 43998591, 1605632, 5.36221, 235929600, 9437184, 9437184, 9437184, 25, 235929600, 235929600, 26214400, 26214400, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 25, 4.41176
ResNeXt50,CONV5_2_3,256,4194305,4.79496e+09,24.5,5.10953,4.39674e+08,6004.41,1024,24.5,25,9,198,6,1,1,50176,2097152,2.14309e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 87994417, 87994417, 50176, 1.16781, 102760448, 2097152, 2097152, 2097152, 49, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 49, 1.13953
ResNeXt50,CONV5_3_1,256,4194305,4.04321e+09,24.5,6.05954,4.39674e+08,6004.41,1024,24.5,25,9,198,6,1,1,100352,2097152,2.54156e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 88037425, 88037425, 100352, 1.16724, 102760448, 2097152, 2097152, 2097152, 49, 102760448, 102760448, 50176, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 49, 1.13953
ResNeXt50,CONV5_3_2,256,2097153,2.28691e+09,112.5,49.1929,4.39674e+08,6004.41,1024,25.4877,57,9,278,54,1,1,1605632,9437184,1.03165e+08,235929600,2816.18,56.5248,4,3127.71,235929600, 43998591, 43998591, 1605632, 5.36221, 235929600, 9437184, 9437184, 9437184, 25, 235929600, 235929600, 26214400, 26214400, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 25, 4.41176
ResNeXt50,CONV5_3_3,256,4194305,4.79496e+09,24.5,5.10953,4.39674e+08,6004.41,1024,24.5,25,9,198,6,1,1,50176,2097152,2.14309e+07,102760448,2816.18,56.5248,4,3127.71,102760448, 87994417, 87994417, 50176, 1.16781, 102760448, 2097152, 2097152, 2097152, 49, 102760448, 102760448, 100352, 102760448, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 49, 1.13953
ResNeXt50,FC1000,256,0,1.68995e+09,-nan,-nan,4.5582e+08,6795.76,1024,-nan,0,9,644,952,-nan,-nan,100352,100352000,0,0,2816.18,847.872,4,3127.71,0, 0, 0, 100352, -nan, 0, 0, 0, 100352000, -nan, 0, 0, 1000, 0, -nan, -9223372036854775808, 0, -9223372036854775808, -9223372036854775808, 0, -9223372036854775808, -9223372036854775808, 0, -9223372036854775808, 0, 0
